mot	docs
innovent	['67068']
équipe	['67068', '67068', '67068', '67068', '67383', '67383', '67383', '67385', '67385', '67554', '67554', '67554', '67554', '67555', '67556', '67557', '67799', '67801', '67802', '67802', '67939', '67939', '67939', '67939', '67940', '67940', '67944', '67945', '68279', '68280', '68283', '68384', '68384', '68384', '68385', '68387', '68387', '68387', '68387', '68387', '68387', '68388', '68390', '68391', '68392', '68639', '68639', '68640', '68643', '68646', '68881', '68883', '68887', '69177', '69177', '69183', '69533', '69533', '69534', '69534', '69536', '69537', '69537', '69539', '69539', '69539', '69541', '69812', '69812', '69813', '69819', '70161', '70162', '70162', '70166', '70166', '70167', '70421', '70423', '70745', '70914', '70917', '70919', '70922', '71357', '71359', '71359', '71359', '71612', '71612', '71615', '71835', '71837', '71843', '72115', '72115', '72116', '72117', '72118', '72392', '72396', '72629', '72631', '72631', '72631', '72631', '72634', '72937', '72937', '73184', '73184', '73184', '73184', '73186', '73188', '73189', '73436', '73683', '73683', '73688', '73689', '73875', '73876', '73876', '73877', '73877', '74167', '74167', '74170', '74171', '74172', '74172', '74176', '74450', '74453', '74454', '74454', '74455', '74744', '74744', '74744', '74745', '74749', '74749', '75063', '75064', '75064', '75065', '75065', '75067', '75067', '75069', '75069', '75788', '75789', '75791', '75791', '75792', '76206', '76206', '76211', '76212', '76212']
aboutir	['67068', '67383', '67939', '70749', '71362', '71612', '71835', '72115', '72393', '73185', '73187', '73431', '73876', '74167', '74167', '74168', '74169', '74450', '74450', '74744', '74751', '75069', '75789', '76508', '76511']
quatre	['67068', '67068', '67071', '67383', '67383', '67555', '67941', '67943', '67946', '68383', '68639', '68886', '69533', '69534', '69534', '70162', '70422', '70744', '71357', '71357', '71357', '71362', '71618', '72629', '73185', '73683']
start-ups	['67068', '67068', '75465', '75795']
totalisent	['67068']
230	['67068', '70745']
personnes	['67068', '67068', '67553', '68387', '68646', '68881', '69534', '69812', '69813', '70745', '71359', '71361', '71612', '71614', '71615', '71837', '72114', '72630', '72933', '73435', '73684', '73685', '73685', '73875', '73876', '74451', '74453', '74746', '75063', '75063', '75795', '76508']
domaine	['67068', '67068', '67383', '67388', '67390', '67390', '67392', '67392', '67553', '67553', '67561', '67795', '67796', '67799', '67940', '67944', '67946', '68273', '68275', '68276', '68383', '68384', '68387', '68387', '68392', '68638', '68638', '68639', '68639', '68639', '68642', '68642', '68881', '68881', '68882', '68889', '69179', '69536', '69536', '69811', '69812', '69812', '69812', '69812', '69817', '69818', '69820', '69820', '70161', '70166', '70168', '70421', '70421', '70423', '70424', '70426', '70748', '70914', '71358', '71358', '71358', '71359', '71361', '71612', '71612', '71612', '71614', '71619', '71837', '72114', '72114', '72115', '72116', '72116', '72118', '72121', '72398', '72398', '72398', '72629', '72633', '72933', '72937', '72938', '73182', '73182', '73190', '73432', '73434', '73437', '73684', '73684', '73687', '73691', '73875', '73876', '73876', '73877', '73878', '73878', '73879', '73881', '73883', '74167', '74174', '74450', '74452', '74455', '74745', '74745', '74746', '74747', '74747', '74750', '75063', '75067', '75067', '75465', '75465', '75465', '75465', '75466', '75466', '75789', '75790', '75792', '75792', '75797', '75797', '76208', '76212', '76508', '76508', '76511', '76511', '76511', '76514', '76514', '76515', '76515']
varier	['67068', '67388', '67938', '68886', '70161', '70919', '72116', '72394', '74173', '75466']
médecine	['67068', '67937', '67937', '67937', '69815', '71616', '73431', '73691', '73879', '75790']
télécommunications	['67068', '67068', '67386', '68392', '68392', '68392', '68392', '68392', '70168', '73190', '75071', '75789', '75789', '75789', '75789', '76508']
multimédia	['67068']
objet	['67068', '67388', '67391', '67555', '67796', '67937', '67942', '68274', '68279', '68383', '68390', '68391', '68881', '68882', '70163', '70163', '70163', '70163', '70165', '70421', '70421', '70421', '70744', '70744', '70917', '71843', '72115', '72117', '72392', '72634', '72637', '72936', '73186', '73435', '73436', '73877', '73879', '74173', '74175', '74450', '74450', '75065', '75068', '75071', '75791', '75791']
tactiles	['67068']
j'aime	['67068']
transformer	['67068', '67383', '67383', '68644', '68881', '72114', '73876']
idée	['67068', '67068', '67383', '67553', '67554', '67801', '68274', '68274', '68274', '68274', '68274', '68638', '68638', '68638', '68642', '68644', '68644', '68881', '68881', '69537', '70421', '70421', '70423', '70424', '70744', '71363', '71614', '71621', '71621', '71842', '72113', '72115', '72395', '72395', '72932', '72933', '72933', '72939', '73431', '73683', '73876', '74167', '74167', '74167', '74172', '74455', '74752', '75063', '75065', '75068', '75458', '75792', '75793', '76206', '76508', '76508']
fondamental	['67068', '67068', '67800', '68277', '68280', '68384', '68881', '68882', '69536', '70422', '70748', '74453', '75460']
produit	['67068', '67383', '67388', '67388', '67555', '67557', '67558', '67558', '67794', '67794', '67798', '67937', '67939', '67942', '68273', '68273', '68273', '68273', '68273', '68273', '68273', '68273', '68273', '68273', '68274', '68274', '68274', '68274', '68274', '68274', '68274', '68274', '68278', '68385', '68387', '68390', '68391', '68391', '68641', '68642', '68881', '68882', '68882', '68885', '68885', '68885', '68885', '68885', '68887', '69177', '69179', '69181', '69534', '69534', '69534', '69534', '69534', '69534', '69538', '69539', '69811', '69813', '69813', '70162', '70165', '70166', '70421', '70421', '70744', '71362', '71362', '71616', '72114', '72393', '72393', '72395', '72397', '72629', '72630', '72633', '72634', '72634', '72634', '72634', '72634', '72933', '72933', '72933', '72935', '72935', '72939', '73187', '73435', '73876', '73876', '73879', '73879', '73879', '73879', '73879', '74167', '74167', '74167', '74167', '74167', '74168', '74450', '74450', '74455', '74455', '74456', '74744', '74744', '74744', '74744', '74747', '74748', '74749', '75069', '75069', '75069', '75069', '75069', '75069', '75792', '75792', '75792', '75793', '75797', '76206', '76207', '76507', '76508', '76508', '76513', '76513', '76514']
innovants	['67068', '72936', '74454', '75465', '75797']
préciser	['67068', '67068', '67386', '67388', '67553', '67938', '67944', '68387', '68638', '68881', '68881', '68881', '68882', '68885', '68885', '68887', '69177', '69534', '69812', '70420', '70421', '70425', '70914', '70916', '71357', '71358', '71842', '71845', '72113', '72115', '72396', '72629', '72631', '72933', '73184', '73683', '73875', '73876', '74168', '74171', '74749', '74752', '75065', '75457', '75462', '75789', '76209', '76213', '76508', '76511']
emblée	['67068', '67383', '67555', '67938', '68276', '68643', '70745', '71357', '72113', '72629', '73182', '73876', '75069', '75789', '76509']
mais	['67068', '67068', '67068', '67387', '67389', '67390', '67558', '67794', '67937', '67938', '67938', '68273', '68274', '68274', '68383', '68389', '68390', '68638', '68642', '68881', '68883', '68887', '69177', '69183', '69534', '69534', '69813', '69814', '70161', '70161', '70161', '70161', '70161', '70422', '70423', '70744', '70916', '70916', '70919', '71357', '71358', '71359', '71361', '71366', '71614', '71618', '71835', '71842', '71842', '72116', '72116', '72392', '72394', '72394', '72396', '72629', '72629', '72630', '72631', '72631', '72932', '72933', '73182', '73183', '73184', '73430', '73432', '73432', '73434', '73434', '73683', '73683', '73684', '73685', '73876', '73876', '73879', '73879', '74167', '74167', '74167', '74167', '74168', '74450', '74455', '74744', '74749', '75063', '75065', '75461', '75792', '75792', '76206', '76210', '76509', '76511']
parvenir	['67068', '67068', '67071', '67558', '67800', '68274', '68275', '68280', '68640', '68644', '69178', '69183', '69818', '69819', '70161', '70161', '70422', '70425', '70744', '70916', '70922', '72113', '72630', '73187', '74168', '74173', '74744', '74750', '74750', '75065', '75791', '75792', '75792', '75794', '76213', '76512']
falloir	['67068', '67383', '67553', '67555', '67555', '67558', '67794', '67794', '67795', '67801', '67938', '68383', '68881', '68882', '69177', '69177', '69178', '69533', '69815', '70161', '70161', '70421', '70423', '70424', '70746', '70919', '71357', '71359', '71359', '71835', '71835', '71837', '71841', '71842', '72114', '72392', '72394', '72394', '72629', '72933', '73182', '73430', '73432', '73683', '73683', '73683', '73683', '73684', '73684', '73876', '73876', '74167', '74167', '74168', '74450', '74450', '74749', '74752', '74752', '75065', '75066', '75458', '75461', '76213', '76213', '76213', '76511', '76512']
trouver	['67068', '67068', '67383', '67389', '67798', '68273', '68388', '68646', '68882', '69534', '70420', '70421', '70421', '70744', '70745', '70915', '71358', '71614', '71621', '71843', '72115', '72115', '72118', '72394', '72630', '72631', '72631', '72933', '73434', '73437', '73683', '73683', '73683', '73684', '73687', '73687', '73884', '74450', '74745', '74746', '75065', '75461', '75789', '75792', '76208', '76210', '76210']
terrain	['67068', '67387', '67388', '68274', '68275', '68383', '68643', '68643', '69813', '69821', '70421', '73182', '73185', '73684', '74172', '74450', '75788']
propice	['67068', '72932', '73876']
et	['67068', '67068', '67383', '67383', '67383', '67383', '67385', '67553', '67553', '67554', '67555', '67558', '67794', '67798', '67800', '67937', '67937', '67938', '67938', '67938', '67938', '67939', '67939', '68273', '68274', '68274', '68274', '68276', '68276', '68276', '68281', '68383', '68383', '68387', '68387', '68391', '68638', '68642', '68885', '68886', '69533', '69539', '69540', '69543', '69811', '70161', '70161', '70161', '70161', '70162', '70162', '70162', '70165', '70166', '70167', '70168', '70421', '70422', '70422', '70744', '70745', '70745', '70746', '70752', '70914', '70915', '70916', '70917', '70923', '71357', '71357', '71359', '71359', '71612', '71612', '71614', '71614', '71614', '71617', '71617', '71617', '71621', '71835', '71835', '71842', '72114', '72114', '72118', '72120', '72120', '72120', '72392', '72392', '72392', '72629', '72629', '72629', '72630', '72630', '72631', '72631', '72636', '72637', '72932', '72932', '72933', '72935', '72938', '73182', '73182', '73182', '73185', '73430', '73430', '73430', '73432', '73434', '73683', '73684', '73684', '73685', '73687', '73875', '73875', '73875', '73875', '73876', '73876', '74167', '74168', '74169', '74173', '74176', '74450', '74450', '74455', '74455', '74744', '74744', '74744', '74745', '74749', '74752', '74752', '75067', '75071', '75458', '75458', '75459', '75459', '75789', '75791', '75792', '75792', '75792', '76206', '76207', '76208', '76209', '76213', '76509', '76509', '76511', '76513', '76515']
c'est	['67068', '67068', '67068', '67068', '67383', '67383', '67383', '67388', '67389', '67390', '67391', '67553', '67554', '67555', '67558', '67794', '67794', '67794', '67795', '67795', '67801', '67937', '67937', '67937', '67937', '67937', '67938', '67938', '67939', '67939', '67941', '67944', '68273', '68273', '68273', '68274', '68274', '68275', '68276', '68279', '68279', '68280', '68281', '68383', '68383', '68384', '68385', '68387', '68387', '68388', '68392', '68392', '68392', '68638', '68638', '68638', '68638', '68642', '68642', '68643', '68643', '68645', '68881', '68881', '68881', '68882', '68883', '68885', '69177', '69178', '69179', '69181', '69182', '69183', '69184', '69533', '69534', '69536', '69537', '69540', '69541', '69811', '69812', '69813', '69813', '69815', '69819', '69820', '70161', '70161', '70161', '70161', '70162', '70164', '70166', '70421', '70421', '70421', '70421', '70422', '70422', '70424', '70424', '70424', '70426', '70426', '70744', '70753', '70914', '70916', '70916', '70917', '70918', '70919', '71357', '71357', '71357', '71357', '71357', '71357', '71358', '71358', '71358', '71358', '71359', '71359', '71362', '71612', '71612', '71612', '71614', '71615', '71619', '71621', '71621', '71835', '71835', '71836', '71836', '71843', '71843', '72113', '72113', '72113', '72114', '72115', '72115', '72116', '72116', '72116', '72392', '72392', '72394', '72396', '72396', '72396', '72629', '72629', '72630', '72630', '72630', '72631', '72631', '72633', '72635', '72932', '72932', '72932', '72932', '72933', '72933', '72937', '72939', '73182', '73185', '73185', '73188', '73430', '73431', '73431', '73431', '73431', '73431', '73431', '73433', '73434', '73683', '73683', '73683', '73683', '73683', '73684', '73684', '73685', '73687', '73687', '73688', '73688', '73876', '73876', '73876', '73876', '73878', '73878', '73879', '73879', '73884', '74167', '74168', '74168', '74169', '74169', '74170', '74172', '74172', '74450', '74451', '74452', '74454', '74455', '74744', '74744', '74744', '74745', '74745', '74745', '74747', '74749', '74750', '74751', '74752', '75064', '75064', '75065', '75065', '75067', '75069', '75069', '75457', '75457', '75458', '75459', '75459', '75460', '75463', '75789', '75790', '75792', '75793', '75793', '76207', '76208', '76209', '76210', '76211', '76212', '76213', '76507', '76508', '76508', '76508', '76508', '76509', '76509', '76509', '76509', '76511', '76511', '76511']
fin	['67068', '67553', '67558', '67800', '67937', '67937', '67939', '67940', '67942', '67944', '68279', '68279', '68393', '68643', '68881', '68883', '69533', '69534', '69542', '70161', '70161', '70163', '70168', '70422', '71357', '71359', '71359', '71612', '71614', '72392', '72392', '72395', '72396', '72629', '72634', '72634', '72938', '73182', '73183', '73434', '73435', '73875', '73876', '73880', '74167', '74168', '74168', '74169', '74172', '74449', '74450', '74450', '74450', '74744', '74746', '75457', '75457', '75459', '75792', '75792', '75794', '76211', '76213', '76508']
1980	['67068', '70917', '74168', '74745']
occasion	['67068', '67388', '67555', '67561', '67801', '67804', '67939', '67939', '67941', '67945', '67946', '68283', '68638', '68888', '69177', '69177', '69177', '69186', '69542', '69542', '69811', '70161', '70162', '70164', '70165', '70168', '70170', '70428', '70749', '70751', '70916', '70917', '71357', '71612', '71837', '71845', '72113', '72120', '72122', '72393', '72393', '72396', '72399', '72400', '72933', '72936', '72938', '73183', '73190', '73190', '73683', '73685', '73875', '73877', '73882', '73882', '73883', '74456', '74746', '74752', '75064', '75069', '75457', '75459', '75464', '75465', '76514']
une	['67068', '67068', '67068', '67383', '67385', '67387', '67388', '67390', '67392', '67553', '67553', '67554', '67554', '67555', '67556', '67556', '67558', '67558', '67558', '67561', '67795', '67795', '67797', '67798', '67799', '67800', '67801', '67801', '67802', '67802', '67802', '67802', '67937', '67937', '67938', '67938', '67938', '67939', '67939', '67939', '67941', '67941', '67941', '67945', '68273', '68273', '68273', '68274', '68274', '68274', '68274', '68274', '68275', '68277', '68279', '68279', '68279', '68279', '68279', '68279', '68279', '68281', '68383', '68383', '68383', '68384', '68387', '68387', '68387', '68387', '68387', '68389', '68389', '68389', '68390', '68390', '68391', '68391', '68392', '68392', '68393', '68638', '68638', '68638', '68638', '68638', '68640', '68641', '68643', '68644', '68644', '68645', '68646', '68646', '68881', '68881', '68881', '68881', '68881', '68882', '68882', '68883', '68884', '68885', '68886', '68887', '68887', '68887', '68888', '68889', '69178', '69178', '69178', '69179', '69179', '69182', '69183', '69183', '69185', '69186', '69533', '69534', '69534', '69534', '69534', '69534', '69538', '69538', '69539', '69539', '69540', '69540', '69541', '69542', '69814', '69814', '69815', '69815', '69815', '69815', '69816', '69816', '69817', '69819', '69820', '69821', '69821', '69821', '69821', '69821', '70161', '70161', '70162', '70162', '70163', '70163', '70164', '70164', '70164', '70165', '70167', '70170', '70420', '70420', '70420', '70420', '70421', '70421', '70421', '70422', '70423', '70424', '70424', '70424', '70425', '70426', '70426', '70426', '70426', '70743', '70744', '70744', '70746', '70914', '70914', '70916', '70919', '70919', '70920', '70920', '71357', '71358', '71358', '71362', '71362', '71362', '71362', '71614', '71614', '71614', '71614', '71616', '71616', '71617', '71617', '71617', '71619', '71619', '71620', '71835', '71836', '71837', '71837', '71840', '71840', '71843', '71845', '71845', '72113', '72114', '72114', '72115', '72115', '72115', '72115', '72116', '72116', '72117', '72118', '72118', '72119', '72119', '72120', '72122', '72392', '72392', '72392', '72392', '72392', '72392', '72393', '72395', '72395', '72395', '72396', '72396', '72397', '72629', '72629', '72629', '72629', '72630', '72630', '72630', '72630', '72631', '72632', '72634', '72932', '72933', '72933', '72934', '72934', '72939', '73182', '73182', '73182', '73182', '73183', '73184', '73185', '73185', '73185', '73185', '73186', '73430', '73431', '73431', '73432', '73434', '73434', '73434', '73436', '73437', '73683', '73683', '73683', '73684', '73684', '73684', '73684', '73684', '73685', '73685', '73685', '73685', '73686', '73691', '73875', '73875', '73875', '73875', '73876', '73876', '73876', '73877', '73877', '73877', '73878', '73879', '74167', '74167', '74167', '74167', '74167', '74168', '74168', '74170', '74170', '74172', '74172', '74173', '74174', '74175', '74176', '74450', '74450', '74452', '74453', '74454', '74454', '74455', '74455', '74455', '74455', '74746', '74747', '74749', '74749', '74750', '74750', '74752', '74752', '74752', '75063', '75063', '75064', '75064', '75065', '75065', '75065', '75065', '75065', '75065', '75067', '75067', '75068', '75069', '75070', '75457', '75459', '75459', '75459', '75460', '75461', '75463', '75788', '75788', '75788', '75789', '75791', '75791', '75792', '75793', '75793', '75793', '75795', '75795', '75795', '76206', '76207', '76208', '76210', '76210', '76211', '76211', '76211', '76212', '76212', '76213', '76508', '76508', '76508', '76508', '76511', '76511', '76511', '76512', '76516', '76516', '76516', '76516', '76516', '76516']
